City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
360,mirny,62.5353,113.9611,273.28,92,97,4.92,RU,1696439139
361,suva,-18.1416,178.4415,294.86,83,75,5.66,FJ,1696439139
362,aguilares,-27.4338,-65.6143,297.61,29,64,1.6,AR,1696439140
363,horta,38.5333,-28.6333,295.95,94,40,4.92,PT,1696439140
364,plastun,44.7561,136.2939,285.98,95,100,1.34,RU,1696439140
365,sucua,-2.4667,-78.1667,304.56,48,75,2.57,EC,1696439140
366,brookings,44.3114,-96.7984,288.25,74,100,8.23,US,1696438841
367,lompoc,34.6391,-120.4579,301.4,59,0,0.45,US,1696438886
368,el granada,37.5027,-122.4694,298.63,53,0,2.06,US,1696439140
369,half moon bay,37.4636,-122.4286,298.62,53,0,2.06,US,1696439140
370,bohain-en-vermandois,49.9873,3.453,287.72,68,91,2.84,FR,1696439141
371,kodinsk,58.6881,99.1844,280.06,97,88,0.38,RU,1696439141
372,anqing,30.5092,117.0506,293.68,66,99,4.76,CN,1696439141
373,tsiombe,-25.3,45.4833,294.58,70,0,4.63,MG,1696439141
374,konarka,19.9,86.1167,301.37,82,100,3.7,IN,1696439141
375,burang,30.25,81.1667,279.46,75,27,2.17,CN,1696439141
376,tsuyama,35.05,134.0,289.72,88,98,1.73,JP,1696439141
377,pandan,14.0453,124.1694,300.2,85,84,4.03,PH,1696439142
378,vila do maio,15.1333,-23.2167,303.59,69,99,2.54,CV,1696439142
379,cabo san lucas,22.8909,-109.9124,306.35,63,75,3.6,MX,1696439142
380,kourou,5.1552,-52.6478,306.18,59,64,5.29,GF,1696439142
381,east london,-33.0153,27.9116,292.67,82,100,4.63,ZA,1696439142
382,tidjikja,18.5564,-11.4271,312.15,13,82,6.34,MR,1696439142
383,happy valley-goose bay,53.3168,-60.3315,280.32,57,40,3.09,CA,1696439143
384,siwa oasis,29.2041,25.5195,301.86,34,69,0.56,EG,1696439143
385,bongaree,-27.0797,153.1586,295.16,87,45,4.28,AU,1696439143
386,zhangjiakou,40.81,114.8794,281.4,31,0,2.54,CN,1696439143
387,boguchany,58.3814,97.4531,281.4,90,98,2.68,RU,1696439143
388,toliara,-23.35,43.6667,296.68,67,0,2.9,MG,1696439143
389,machico,32.7,-16.7667,302.66,69,20,5.66,PT,1696439144
390,chiaravalle,43.6027,13.3246,295.43,71,72,1.03,IT,1696439144
391,decazeville,44.5605,2.2509,294.88,56,99,0.72,FR,1696439144
392,nagqu,31.5,92.0,277.47,85,85,2.87,CN,1696439144
393,alice springs,-23.7,133.8833,282.9,34,0,3.6,AU,1696439144
394,poso,-1.3959,120.7524,297.95,84,2,2.22,ID,1696439144
395,saudarkrokur,65.7461,-19.6394,279.07,72,82,2.15,IS,1696439144
396,son la,21.3167,103.9,295.57,95,81,1.45,VN,1696439145
397,san juan de miraflores,-12.1629,-76.9635,298.24,69,71,3.89,PE,1696439145
398,chadron,42.8294,-102.9999,287.01,60,0,3.09,US,1696439145
399,alekseyevskoye,55.3071,50.1135,286.31,47,62,6.87,RU,1696439145
400,bargaal,11.2864,51.0773,300.77,78,65,3.77,SO,1696439145
401,fort mcmurray,56.7268,-111.381,282.92,87,100,4.63,CA,1696438713
402,bayanhongor,46.7167,100.1167,274.03,47,9,0.87,MN,1696439092
403,villefranche-de-rouergue,44.3333,2.0,292.58,39,100,1.54,FR,1696439146
404,bellevue,47.6104,-122.2007,287.59,90,100,2.06,US,1696439004
405,crane,31.3974,-102.3501,301.38,60,100,7.57,US,1696439146
406,bardai,11.65,7.2333,300.81,50,31,2.22,NG,1696439146
407,arish,31.1316,33.7984,299.2,63,100,4.76,EG,1696439146
408,bonthe,7.5264,-12.505,300.27,79,67,3.62,SL,1696439146
409,tshikapa,-6.4167,20.8,301.38,45,60,1.76,CD,1696439146
410,sal rei,16.1833,-22.9167,303.26,74,75,3.09,CV,1696439146
411,obidos,-1.9175,-55.5181,311.5,29,97,3.49,BR,1696439147
412,liepaja,56.5419,21.0367,288.14,72,20,10.8,LV,1696439147
413,sume,-7.6717,-36.88,307.13,23,4,5.88,BR,1696439147
414,iquique,-20.2208,-70.1431,293.17,70,54,3.09,CL,1696439147
415,baicheng,45.6167,122.8167,278.9,38,0,4.8,CN,1696439147
416,talakan,50.3167,130.3667,277.94,95,100,4.56,RU,1696439147
417,castellammare del golfo,38.0188,12.8858,298.27,63,1,2.6,IT,1696439147
418,el quebrachal,-25.2833,-64.0667,295.69,31,98,5.34,AR,1696439148
419,rio grande,-32.035,-52.0986,293.21,79,99,6.0,BR,1696439148
420,azare,11.6765,10.1948,305.74,29,23,3.34,NG,1696439148
421,weyburn,49.6668,-103.8511,283.27,81,75,2.06,CA,1696439129
422,bel ombre,-4.6167,55.4167,301.06,78,20,5.14,SC,1696439148
423,aitape,-3.1374,142.3475,298.27,85,99,1.34,PG,1696439148
424,kharovsk,59.9642,40.1912,283.91,74,100,8.37,RU,1696439148
425,labrador city,52.9463,-66.9114,278.1,87,100,2.06,CA,1696439149
426,kokopo,-4.352,152.2633,297.84,88,99,2.03,PG,1696439149
427,male,4.1748,73.5089,301.12,89,75,3.09,MV,1696439149
428,bantilan,14.7519,121.6656,300.35,83,100,4.21,PH,1696439149
429,cumming,34.2073,-84.1402,300.28,64,4,3.06,US,1696438977
430,qarazhal,48.0078,70.7903,285.91,53,9,3.07,KZ,1696439149
431,mayfield,36.7417,-88.6367,301.99,28,98,5.58,US,1696439149
432,luzilandia,-3.4578,-42.3703,314.62,19,30,1.79,BR,1696439149
433,pangai,-19.8,-174.35,295.63,70,97,9.9,TO,1696439150
434,kirakira,-10.4544,161.9205,298.56,90,100,4.21,SB,1696439150
435,vila franca do campo,37.7167,-25.4333,299.2,99,64,5.32,PT,1696439150
436,chingola,-12.529,27.8838,297.01,29,31,1.83,ZM,1696439150
437,tofol,5.3248,163.0078,301.35,77,47,3.26,FM,1696439150
438,okha,53.5739,142.9478,279.69,85,100,3.9,RU,1696439150
439,wynyard,-41.0,145.7167,282.58,73,85,5.87,AU,1696439150
440,praia da vitoria,38.7333,-27.0667,297.29,83,40,7.91,PT,1696439151
441,'ain el melh,34.8415,4.1638,298.34,30,3,3.31,DZ,1696439151
442,pasinler,39.9803,41.6764,280.7,78,94,0.32,TR,1696439151
443,sabha,27.0377,14.4283,300.36,26,6,4.25,LY,1696439151
444,bayside,40.8424,-124.0637,291.47,77,0,0.0,US,1696439151
445,pangkalpinang,-2.1333,106.1333,299.24,81,0,3.41,ID,1696439151
446,brigantine,39.4101,-74.3646,300.48,71,0,2.68,US,1696438958
447,ambanja,-13.6833,48.45,298.06,84,40,0.58,MG,1696439152
448,cestos city,5.46,-9.5828,299.94,75,56,4.08,LR,1696439152
449,yaring,6.8662,101.3689,299.04,88,89,3.47,TH,1696439152
450,acarau,-2.8856,-40.12,303.34,56,40,9.32,BR,1696438910
451,sretensk,52.2453,117.7093,275.43,74,13,1.85,RU,1696439152
452,upata,8.0086,-62.3989,309.66,30,67,3.02,VE,1696439152
453,villanueva,15.3167,-88.0,307.06,58,20,2.57,HN,1696439152
454,mantua,45.1667,10.7833,296.47,76,80,2.68,IT,1696439153
455,honiara,-9.4333,159.95,297.94,90,95,3.41,SB,1696439153
456,gamba,-2.65,10.0,298.38,84,78,3.38,GA,1696439153
457,san luis de la loma,17.2706,-100.8939,304.06,65,37,2.23,MX,1696439153
458,sao joao da barra,-21.6403,-41.0511,302.2,85,47,5.75,BR,1696439153
459,namibe,-15.1961,12.1522,293.63,87,30,3.04,AO,1696439153
460,port-vila,-17.7338,168.3219,294.93,88,75,3.09,VU,1696439153
461,lautoka,-17.6167,177.4667,296.07,73,75,5.66,FJ,1696439153
462,vilyuchinsk,52.9306,158.4028,281.44,89,67,2.68,RU,1696439153
463,igarka,67.4667,86.5833,271.63,91,93,3.08,RU,1696439154
464,inarajan village,13.2736,144.7484,299.69,97,100,6.89,GU,1696439154
465,pisco,-13.7,-76.2167,294.27,73,40,4.12,PE,1696439154
466,ingenio la esperanza,-24.2255,-64.839,291.42,41,98,1.06,AR,1696439154
467,tadine,-21.55,167.8833,293.62,65,2,7.85,NC,1696439154
468,sisimiut,66.9395,-53.6735,274.33,77,86,2.1,GL,1696439154
469,nirgua,10.1553,-68.5663,303.29,47,100,2.86,VE,1696439154
470,dalnegorsk,44.5604,135.5701,283.48,93,100,2.24,RU,1696439154
471,orsova,44.7253,22.3961,293.13,63,92,3.2,RO,1696439155
472,priyutnoye,46.1011,43.5072,291.04,42,48,2.5,RU,1696439155
473,ankang,32.68,109.0172,289.14,94,100,1.96,CN,1696439155
474,puerto aysen,-45.4,-72.7,284.1,86,87,2.34,CL,1696439155
475,anamosa,42.1083,-91.2852,297.43,55,69,5.93,US,1696439155
476,athens,37.9795,23.7162,296.66,58,20,2.06,GR,1696438508
477,nouadhibou,20.931,-17.0347,303.14,45,88,7.72,MR,1696439155
478,ca mau,9.1769,105.15,298.2,92,31,1.76,VN,1696439155
479,inhambane,-23.865,35.3833,295.14,83,20,3.6,MZ,1696439156
480,nenjiang,49.1833,125.2167,275.46,52,0,2.62,CN,1696439156
481,dolores,-36.3132,-57.6792,287.51,71,81,8.33,AR,1696439156
482,pikalevo,59.5183,34.1664,283.47,86,100,7.09,RU,1696439156
483,chibougamau,49.9168,-74.3659,297.94,57,0,6.17,CA,1696438946
484,chokwe,-24.5333,32.9833,298.46,44,0,3.91,MZ,1696439156
485,vadso,70.0744,29.7487,275.24,75,20,8.23,NO,1696439156
486,sao geraldo do araguaia,-6.4006,-48.555,314.91,18,14,2.1,BR,1696438901
487,dryden,49.7833,-92.7503,287.31,100,100,5.66,CA,1696439010
488,chegdomyn,51.1167,133.0167,281.11,69,100,0.89,RU,1696439157
489,yacuiba,-22.038,-63.6797,296.58,49,100,6.17,BO,1696439157
490,cockburn town,21.4612,-71.1419,303.13,74,75,3.09,TC,1696438989
491,jumla,29.2747,82.1838,287.34,91,41,0.48,NP,1696438985
492,waddan,29.1614,16.139,299.84,32,68,2.79,LY,1696439157
493,bubaque,11.2833,-15.8333,300.56,73,82,3.49,GW,1696439157
494,klyuchi,52.2667,79.1667,282.48,46,53,1.7,RU,1696439157
495,i-n-salah,27.1935,2.4607,308.09,16,0,8.95,DZ,1696439157
496,rosso,16.4986,-15.8153,305.55,42,100,6.73,SN,1696439158
497,la'ie,21.6477,-157.9253,297.13,76,0,1.03,US,1696439158
498,yangambi,0.8102,24.4336,299.67,66,88,1.03,CD,1696439158
499,concepcion,-36.827,-73.0498,288.04,63,0,4.63,CL,1696439158
500,sayansk,54.1088,102.1648,277.3,75,19,0.81,RU,1696439158
501,minas de marcona,-15.2119,-75.1103,289.44,75,93,5.28,PE,1696439158
502,tambopata,-12.7333,-69.1833,309.09,46,40,4.12,PE,1696439159
503,callao,-12.0667,-77.15,299.1,82,100,2.57,PE,1696439101
504,opuwo,-18.0607,13.84,305.39,14,7,3.95,NA,1696439159
505,novoishimskiy,53.1981,66.7694,285.77,52,88,4.3,KZ,1696439159
506,tura,25.5198,90.2201,295.52,99,100,1.8,IN,1696439159
507,itoman,26.1247,127.6694,302.16,89,40,5.66,JP,1696439159
508,miri,4.4148,114.0089,300.23,94,40,2.57,MY,1696439159
509,kolonia town,6.964,158.206,298.15,100,100,0.0,FM,1696439160
510,ad dabbah,18.05,30.95,310.69,12,1,4.61,SD,1696439160
511,porbandar,21.6422,69.6093,300.17,71,2,4.24,IN,1696439160
512,kidal,18.4411,1.4078,311.21,12,18,2.26,ML,1696439160
513,matoury,4.8483,-52.3317,306.13,58,75,6.69,GF,1696439160
514,broken hill,-31.95,141.4333,281.2,63,3,6.37,AU,1696439160
515,pampa del indio,-26.0647,-59.919,290.76,62,100,4.64,AR,1696439160
516,laojunmiao,39.8333,97.7333,284.06,60,100,1.91,CN,1696439161
517,borzya,50.3833,116.5167,276.33,77,8,3.48,RU,1696439161
518,ciudad lazaro cardenas,17.9583,-102.2,304.09,66,68,1.82,MX,1696439161
519,bayan,46.0833,127.4,277.07,78,39,5.27,CN,1696439161
520,ndende,-2.4008,11.3581,299.32,86,95,2.3,GA,1696439161
521,zeya,53.75,127.2667,272.53,76,2,2.68,RU,1696439162
522,kununurra,-15.7667,128.7333,298.14,83,48,0.0,AU,1696439162
523,al ghayzah,16.2079,52.176,300.24,74,0,3.9,YE,1696439162
524,santo augusto,-27.8508,-53.7772,291.79,93,95,4.71,BR,1696439162
525,urbano santos,-3.2078,-43.4036,313.18,24,46,1.83,BR,1696439162
526,florence,43.7667,11.25,300.5,51,0,2.57,IT,1696438931
527,greymouth,-42.4667,171.2,279.55,84,96,2.31,NZ,1696439162
528,ichnya,50.8626,32.3942,286.94,59,100,3.09,UA,1696439163
529,delray beach,26.4615,-80.0728,305.92,68,40,4.12,US,1696439163
530,bosansko grahovo,44.1794,16.3639,290.73,83,100,2.78,BA,1696439163
531,korla,41.7597,86.1469,292.38,30,33,0.8,CN,1696439163
532,la charite-sur-loire,47.1833,3.0167,292.05,45,97,2.22,FR,1696439163
533,selfoss,63.9331,-20.9971,282.06,77,59,3.16,IS,1696439163
534,pitoa,9.3833,13.5333,304.2,74,97,2.06,CM,1696439163
535,rambha,19.5167,85.1,300.0,68,80,2.22,IN,1696439164
536,shendi,16.6915,33.4341,310.74,14,2,1.0,SD,1696439164
537,howard springs,-12.497,131.047,300.1,84,63,2.53,AU,1696439164
538,mukalla,14.5425,49.1242,301.82,61,5,2.65,YE,1696439164
539,dolinsk,47.35,142.8,286.88,63,100,3.51,RU,1696439164
540,malpe,13.35,74.7167,299.76,87,25,1.6,IN,1696439164
541,luganville,-15.5333,167.1667,297.63,83,100,6.82,VU,1696438888
542,sinabang,2.4803,96.3801,299.29,79,98,3.52,ID,1696439165
543,serdar,38.9764,56.2757,296.54,30,99,1.53,TM,1696439165
544,abong mbang,3.9833,13.1833,296.02,91,92,0.31,CM,1696439165
545,portland,45.5234,-122.6762,288.86,93,100,2.06,US,1696438890
546,conception bay south,47.4999,-52.9981,282.84,81,100,7.81,CA,1696439165
547,santa ana,33.7456,-117.8678,303.4,52,0,2.06,US,1696438626
548,altai,46.3722,96.2583,279.25,44,59,5.11,MN,1696439165
549,dire,12.2833,-10.9667,302.96,75,71,1.46,ML,1696439166
550,gobabis,-22.45,18.9667,300.35,11,0,5.11,NA,1696439166
551,ballina,-28.8667,153.5667,293.47,71,86,4.27,AU,1696439166
552,si chiang mai,17.9564,102.5867,298.9,87,9,0.94,TH,1696439166
553,fort st. john,56.2499,-120.8529,281.09,53,20,3.6,CA,1696439166
554,vila velha,-20.3297,-40.2925,303.12,74,0,7.72,BR,1696439006
555,badiyah,22.45,58.8,302.53,38,6,2.74,OM,1696439167
556,gladenbach,50.7667,8.5667,288.38,78,100,1.41,DE,1696439167
557,al bardiyah,31.7561,25.0865,296.83,64,99,4.05,LY,1696439167
558,broome,42.2506,-75.833,302.04,71,0,1.79,US,1696439167
559,zakynthos,37.7914,20.8953,295.73,68,20,0.0,GR,1696439167
560,faya-largeau,17.9257,19.1043,306.49,22,84,4.7,TD,1696439167
561,kotkapura,30.5819,74.833,298.28,20,0,0.54,IN,1696439168
562,saint-joseph,-21.3667,55.6167,295.36,79,46,4.79,RE,1696439168
563,dzhalagash,45.0833,64.6667,289.05,37,12,3.88,KZ,1696439168
